business_id,explain_1,explain_2,explain_3,explain_4,explain_5
08ZKDwgc7_djSZkawBu-nA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
091-A52K-wifGIf3jJ-hgA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0ACFnKVLuLhAWU6NOic6JA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
0AlrB500SLZ0g5SxjK8GYQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0Aov4WvC_3NErO5JtmoJtw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0BZdcQAJjI-Kw97mQW_TPg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0D1UBNxkT17qejQjjlZurQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0ERS4_k61Ea7VVunLcxlgA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0F9zfns0Tk5q3XE6zTv19w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (5.0★),
0FIfHHrNbcc_hXbCjhU8HQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0FQKOh13Tkcfgbu6qeZtXA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.9★),
0FzbiQyBnFnH1OkMol_mgQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0GSUrqeDBwJoZXxTAnmy-A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
0IdDSSNGXZY-qH9In5cDng,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0Iks7qL1wlUCtEj_lytYBQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0JGG50I4c9iAPrk7H8dRcg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
0JQgHiPAQQWkdgbBvEL3JQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.9★),
0JmFfcBbIux_vauRNWzD9Q,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0JnsAQFvOFxPltNU_smK3w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0Jw_Q5vH6phmYxesX9jRUA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
0K4RwxdAcViifyU3Htzxww,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0KaePrBSRJwUQaHywCM5Zw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0L23LpzmR-kRsuIr9-zEXQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0M--IAwPfqJC9yfmI-EiAA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),
0MhxvTys2ADYa3sOO91ldQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
0N_HQ2GsT1zNKX-escN2ZQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0NkRPv4QdGubH4xVD1DuNA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0NsAFbMqOcyaeAvGiwo1NQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
0OlOZ3_OEOejomAN0b5OOg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0PTuPOOXkmoP0s5STUBY1w,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0PxMeIT6Tj1MH2jip5spMw,Many people come back repeatedly (18% return rate),Loyalty is broad across many users (not dominated by super-users),"Not the highest rated, but consistently chosen by regulars","Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage)
0Q11c6T3ydBung7Sjex5yA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0Qs-G8Xs-mz-jmQH5lez5A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0RxU5OglQyPVtLKC1LPgsA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
0TPVRleoFUf769bCkh5Jgw,Many people come back repeatedly (10% return rate),Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0TRot0XZXjzrWLWPn9ycmg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0TwZfZHis6e4o6sBogUJVQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
0U9lMTfd1wtf2fkLOTaPyw,Many people come back repeatedly (12% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",
0UVx40zcIeh6wb_I4-QzfQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0UYn-R_LF-V0KSlYFRi3PA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
0VPTpRg_99ZoQyYuf4sntg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.9★),
0VlGRVZ2z62KXgZCc7b5Kw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0VwadfoaG9dAFVgBSMcYbg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0X_s2KTHYEMVxiqzFosYGA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★),
0XqNLXvLK3n6j5uDww1qCA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0YELKCY1VMIA3gmP2DkHSg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0YbIF5pSvcArYqGmpQbP6g,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★)
0Z8ps_OfcR9eJaV2JtxigA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
0ZvwD_zqnIS8MyaU95hSqA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.8★)
0_3sLdpwzhXnkjSA3My71Q,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0_GkFTdRWeKyeI5O8ROmnA,Many people come back repeatedly (12% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal"
0_gh-ZRllduRLrjaYy0Icg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0bFgBWMmCTXwGT932s6z2A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
0bb_b3Neemt_LOZfxhnFXA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
0bqfOY_rF8HCVrDMgnWLYA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★),
0c9jXm3tggwKsszKFJhylw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
0cddB9WRKcQhzAEXEav81w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
