yelp_business_id,friend_checkin_count,fof_checkin_count,social_unique_visitors,social_diversity_index,mean_bridge_confidence
3qud1ZweO0CpkEfOhZCwGA,1.1328,0.2408,1,0.6931,0.2266
8xWenZmUyFZuc_FFUGDviA,1.1328,0.2408,1,0.6931,0.2266
hyKBOIgCLQ5srZ47Q5gIqQ,1.1301,2.1392,2,1.0986,0.2245
5AliYk_XYNEu271Sz7EUbw,1.13,1.9828,3,1.3863,0.226
T6pMNyBC9ouFV2Msdvybgw,1.1246,3.1853,2,1.0986,0.2249
beUv_7IFvQoG7ZZNWKdLBw,1.1142,3.9593,1,0.6931,0.1857
ZoI1Nj3uoSper4l5q5nrng,1.1132,1.4626,1,0.6931,0.2783
ekaEajbGvF3SMwnespdeaA,1.1132,1.4626,1,0.6931,0.2783
_8bELjUz5tnftBbXAxKyjA,1.1114,1.3793,2,1.0986,0.2223
QD8PO5m1SlDFCKqfNozs4g,1.1114,0.3347,2,1.0986,0.2223
02nb6CI8w-2EoSEkQdk2Wg,1.1092,3.5902,2,1.0986,0.3182
gS2Ht0IxtI3_W48C8Cm3Dw,1.1076,0.4372,1,0.6931,0.1846
tdalPINw11qFnrb2YL0ayQ,1.1071,4.8882,3,1.3863,0.2214
tK9HQkreX2_BSUGPhdtpwQ,1.1071,1.7147,1,0.6931,0.2768
UsNHYrSJt1n-v9aNNBLixg,1.1071,1.7147,1,0.6931,0.2768
f4DCA9U-TigfarQSagXkLA,1.1071,3.0277,2,1.0986,0.2214
Qsd_S2f7fNFqngx2amRE7A,1.105,16.533,3,1.3863,0.2683
KcyoJ_4y_0CG06RY8hY_9Q,1.104,5.442,1,0.6931,0.2208
6kAXOzE7fqaBZINQV_-_mg,1.104,5.442,1,0.6931,0.2208
8fIIeyRpL-osIWF8oDGOeA,1.1032,0.3847,1,0.6931,0.2758
853e87Xm0Hm4rarGc6dsWA,1.1032,0.3847,1,0.6931,0.2758
FWFsqbe9sHXx9XMIdgtoRg,1.1032,0.3847,1,0.6931,0.2758
hIQjxF1IXb7XeOgS2ibkJw,1.1032,0.3847,1,0.6931,0.2758
RS1IwGcd4zr4zfol3KJp9A,1.1023,0.5907,3,1.3863,0.2181
vkeaIhNq7TVlAI9Eer1NQQ,1.1017,1.0982,2,1.0986,0.2754
TYH8eFPHCvK-7Y0CV7z1Zw,1.1,1.7887,1,0.6931,0.3667
d9i5hq9hIjmp7RN2hsOTzQ,1.1,1.0401,2,1.0986,0.25
gCm3En8LqvXPcfiw9Tyh-g,1.0914,7.3136,3,1.3863,0.2728
cMh5L51kFGignGI-P4f47Q,1.0887,2.8087,1,0.6931,0.2177
Bcr1rVZLWN_6azP0KL1Qug,1.0838,0.352,1,0.6931,0.1806
urXE9YSeQpOv16kjDu6CHg,1.0838,0.352,1,0.6931,0.1806
5tq8E5TtZi1eq3EbP42aWw,1.0838,0.352,1,0.6931,0.1806
Bt0Hz5LfGhwz1dK6MwcRUQ,1.0838,0.352,1,0.6931,0.1806
kgMEBZG6rjkGeFzPaIM4MQ,1.0838,0.352,1,0.6931,0.1806
wh1FRxZaHNBimZ2gjk_C9g,1.0835,3.6628,1,0.6931,0.2167
HpfGp2rmWvJKvfhql7zPAw,1.0834,1.4709,1,0.6931,0.2167
L2rjh9-n6Ivt0m3nA7vGYg,1.0834,0.7648,1,0.6931,0.1806
jIaycjmFK6ZecPx-tMR43A,1.0824,0.7954,1,0.6931,0.2706
sjddO9lfF6rp6ps5nn4XTQ,1.08,4.0025,4,1.6094,0.216
h8jPi55Rom8-bu6POXvMCQ,1.08,1.5182,2,1.0986,0.27
z2KqOiPf8eo90j61-Ca4uQ,1.0761,0.8815,1,0.6931,0.2152
XWjClJVml8LfpOkGXeX7ig,1.0761,0.8815,1,0.6931,0.2152
mLF5l4rFV0JaD1xsB2IPng,1.0761,1.1455,1,0.6931,0.2152
mii6CXydtG14Mp7JQ_ETGw,1.0761,0.8815,1,0.6931,0.2152
zszv_H7xTUo6SjCebQbbGg,1.0761,0.8815,1,0.6931,0.2152
IpDGUhiWyHHd3urYvvu8Mg,1.0761,0.8815,1,0.6931,0.2152
jcEirafTVQFD224NEoTjfQ,1.075,0.9119,2,1.0986,0.1813
ySHS6i9RxGZOIkVPcj-ckQ,1.0718,4.5312,3,1.3863,0.2144
8TTsxCiQuonHCzXwQpYUyw,1.0699,2.7444,3,1.3863,0.2566
OkybC0J0Qojq515LDGVRZQ,1.0681,1.2337,1,0.6931,0.267
PlDOQFxA9u51TfQMtcklrw,1.0681,1.1525,1,0.6931,0.267
FJl6LCHbqiM9mvSwDjFAjw,1.0681,1.1525,1,0.6931,0.267
U2o8Jz66M5ceXfi5C_lT2w,1.0681,1.1525,1,0.6931,0.267
E-1ex7UOOW_Ttx24j_V2EQ,1.0667,0.1918,1,0.6931,0.3556
KiS_RPGyyffyYXpfvilALA,1.06,3.3414,2,1.0986,0.3533
Zc710cEmB6LtUcMALGNZHw,1.0561,2.9473,2,1.0986,0.2112
njdcYRIB9FqwMwAE_wJuVA,1.0542,1.1558,1,0.6931,0.1757
wMWRpzjKgwIef2yJ41RCGw,1.0514,0.7085,2,1.0986,0.2103
OjMEHt2F0PzJg7tb9mrTiA,1.0514,0.594,1,0.6931,0.2629
0ltwnq7Q2S76Fu-0W0HNPg,1.0514,0.594,1,0.6931,0.2629
If7JNzXZB0S5JMG_kFNg5g,1.05,0.9372,1,0.6931,0.35
r5sQtvsO4OVJgEH5H3uEAg,1.05,1.4462,1,0.6931,0.2625
MWWtxj3R0WGqPzZg1uFmQA,1.05,0.4829,2,1.0986,0.15
cnpwVLlQbalDWPWquUvWgg,1.05,4.4873,1,0.6931,0.175
2-5VDzx9G7KlF8-nUngphg,1.0437,3.8468,3,1.3863,0.2087
QyqHWhr5jgF_ckICazjsqg,1.0433,2.9571,2,1.0986,0.2087
d25F64cGmUUlr3z7KytQeQ,1.0417,7.0938,4,1.6094,0.1854
c7we_ipZEEQqeUoRbIoWAg,1.04,1.6718,1,0.6931,0.26
S_EYSW6QoJh8cKlj8BhfFA,1.04,9.5077,1,0.6931,0.26
F1UxFp_b7Gdi-OGERx1jow,1.04,9.5077,1,0.6931,0.26
SVN5tqic3QoK1hhfPU4u4w,1.04,1.6718,1,0.6931,0.26
c4T4fWfNdnlyOgBN0a5JFA,1.04,1.6718,1,0.6931,0.26
JkBiCY04rSSAa7qrawqUsg,1.0396,2.2884,2,1.0986,0.2076
ss6bk9dau55VDXnmMGcNGQ,1.0364,2.2297,2,1.0986,0.2591
q5dSzxE6grwCzu23_PlesA,1.0351,0.17,2,1.0986,0.2588
tWWKEVCMDD8LZNcNouOOwA,1.0345,1.0442,2,1.0986,0.2069
crW3WgVBvfE14EzHD8jClA,1.0321,2.0793,1,0.6931,0.2064
DEEVThy5rLzvo1_ndVgiDg,1.0321,2.0793,1,0.6931,0.2064
WdZCy06eIoTPI_n5dmbLGQ,1.0321,2.0793,1,0.6931,0.2064
Z-_juwElEmyk1QrwRw88BA,1.0321,5.2091,1,0.6931,0.2064
LBFZt5VXNiQFv5D-pY0szg,1.0321,5.4472,1,0.6931,0.2064
8_r9EZL6vX5fPBoVh3gUrA,1.0313,4.5993,2,1.0986,0.2578
4kapMA_kpvar4_PheRv2RQ,1.0303,0.1314,1,0.6931,0.2061
iPqywZdnDd-vuP5i6LUSDA,1.0303,0.1314,1,0.6931,0.2061
pamZzAzmlGQ14YTC2vF6Gg,1.0284,3.2288,1,0.6931,0.1714
9ULugAWHAj43N9iatkcVBA,1.0273,0.9416,4,1.6094,0.2055
rNPddzp4s_Zgj3nrZcYZaA,1.0247,2.4705,3,1.3863,0.2562
9datL-qMsIdhMHb3apzqeA,1.0236,1.2143,3,1.3863,0.2559
DP8LHuAkXUeBxMxdn1WSHA,1.0218,0.4869,1,0.6931,0.3406
C9UIBsRy_mNeSXCQ4WLMxQ,1.0214,1.6798,1,0.6931,0.2554
tWggqsQosvl26ZGX20CWPQ,1.0203,8.2279,2,1.0986,0.3401
UYcXDGDdH4niV1WCn0PxXA,1.02,3.1285,2,1.0986,0.255
aNv0z1KPeABeDTt0fuDYhw,1.018,1.9324,1,0.6931,0.2545
-2bLM6nIETD4Mk-rhjIYZQ,1.0159,2.7961,3,1.3863,0.2032
XN6IctwNyZOvmlXCkmettw,1.0143,1.2224,1,0.6931,0.2536
5sTEdQOpJBSWT_tXqneS2A,1.0143,1.2224,1,0.6931,0.2536
UJ7tvlyEHvGpwJuwq7W9LA,1.0143,1.2224,1,0.6931,0.2536
VKsqpZVSFgvAkTm5NNU47w,1.0143,1.2224,1,0.6931,0.2536
UsfIpRLvZrW5qt0E_8aDGQ,1.0142,1.6798,2,1.0986,0.1732
buPJX5kCRy3RKUfGFQSQ9A,1.0114,0.06,2,1.0986,0.3371
37YfVu9Bu01W_1nh5fkWWQ,1.0031,1.3483,1,0.6931,0.2006
whh_h_yJaF2kz-ieB7Dcig,1.0031,1.8532,1,0.6931,0.2006
9u4_k8-XC4RFETCeiQdO8w,1.0031,1.3483,1,0.6931,0.2006
3sMGEl72eiDbble1RO34ng,1.0,4.0536,2,1.0986,0.25
zISlbx0dpSSE-S4c8LwDyg,1.0,2.4844,1,0.6931,0.25
yxihnhu-Jg-W45cgQ-lvPQ,1.0,0.0,3,1.3863,0.2
jf7ir8OkiRAzS9zyn8x8-Q,1.0,2.4844,1,0.6931,0.25
CSRJYftc_THPHSJQAqghCg,1.0,2.4844,1,0.6931,0.25
JgYdYd7qXgFXVjGWFJOz1Q,1.0,0.6668,1,0.6931,0.25
NL7FbNbhaljzwC4zw6OGaw,1.0,0.2206,1,0.6931,0.5
JQsDoGIv4XBtypoMS0m2cg,1.0,0.2206,1,0.6931,0.5
zJInzEAjDXcKBw3Uj0UhSA,1.0,1.3924,2,1.0986,0.4
OAbrYeHibZHdv3ch8nOrbw,1.0,0.0,3,1.3863,0.2
uIYodhuKvXEWd6jEGK9l0g,0.9951,0.8169,1,0.6931,0.2488
GQ4VOEsoaHKUd8i23eCiDw,0.99,0.5122,1,0.6931,0.33
osqUOYJ1GR833udf6XCSHA,0.99,0.5122,1,0.6931,0.33
7ENaqdbPmYGSFaa8tXZzFA,0.99,0.5122,1,0.6931,0.33
YAUUdbESr8BYQ_TFgDjT5Q,0.99,0.5122,1,0.6931,0.33
r0zvdOsHGlchLX2-TGxrPg,0.9887,0.637,2,1.0986,0.2472
fMsfxOQR01YZPRCnqoNuww,0.9878,1.2387,1,0.6931,0.247
M_jzsQWIZIZF9LmO_cmaTA,0.9878,1.2387,1,0.6931,0.247
vioEmUkycXuPF5VUK7zbJg,0.9878,1.2387,1,0.6931,0.247
sJkKPKKpKiqVP-UVM3tBWg,0.9834,1.6585,1,0.6931,0.2459
wJmyu7W1K9A_gE8Ed4Bc9w,0.9831,1.6921,2,1.0986,0.2458
kpmFg2f3s8D_GlUkwxe1Ew,0.9814,1.4731,1,0.6931,0.1963
CaXoVgnTfQznEN3vToZbUQ,0.9814,1.4731,1,0.6931,0.1963
8l7L3e22t3uQmG_r8zEa4g,0.9768,0.125,2,1.0986,0.2442
buhO8vRCaEoNvlxU0AJRpQ,0.9765,0.653,2,1.0986,0.2441
nl60kTdUtKs8L_DfnD4i7A,0.9763,1.6148,1,0.6931,0.2441
puNq5KmQs4HAzGhVajFj8w,0.9719,0.7535,2,1.0986,0.1944
jqIaj-TnU4HiK-oJn4o_5w,0.9718,0.5946,1,0.6931,0.3239
UtfRoSHPShDwNBc1lLlZbw,0.9718,0.5946,1,0.6931,0.3239
sy6v5FQ47z1kJMQArWaXWA,0.9717,1.0448,2,1.0986,0.2429
gFPvNMQSJe6Eh8895K8ziQ,0.9656,0.0,1,0.6931,0.2414
Qa_cmqjU3mirEhcRw8-7GA,0.9656,2.3303,1,0.6931,0.2414
y6qX5EfymzNEei5Ry45hHQ,0.9616,0.12,1,0.6931,0.2404
wBM4MnO8yJ4ZvqYMFkAapg,0.96,1.5469,1,0.6931,0.24
c904aYBQlWMlxDYswbYUeQ,0.96,0.1122,2,1.0986,0.28
7CwAjHjTPilN_zBuOSdMxg,0.96,0.2057,1,0.6931,0.24
GDZ0PszYSUO-5UryxN33uw,0.96,2.0773,1,0.6931,0.24
8EV1uVpytZepfLSY4cJhvA,0.9571,1.9965,1,0.6931,0.2393
LuPK46HMxRYEVTXVbBCR1g,0.9563,8.1325,2,1.0986,0.2391
apmw_lkLdwWbeYiI9ysdJg,0.9563,8.2439,2,1.0986,0.2391
1riuPe3T4qcDkYlmEPku_Q,0.9548,1.032,1,0.6931,0.2387
z1k4Fn6gTZdgx0IfkbvrBw,0.9547,1.1308,2,1.0986,0.2387
3zK9LTY3TgH7nU18-dnXtA,0.954,1.5349,2,1.0986,0.2385
AbtYqoBGuvlWmR1gU0c3XA,0.9532,1.5938,1,0.6931,0.2383
DXYhpEv17mWqSqFjau7vhg,0.9532,1.5938,1,0.6931,0.2383
GjS6aw_A5-E1xQd5Ko7Z2A,0.95,0.3054,1,0.6931,0.2375
_-otZU2dbPrEZyaVSMmvDg,0.95,2.4815,2,1.0986,0.3167
VgPDZyDLIWe4NVetnvjqig,0.95,4.1394,2,1.0986,0.3167
HvpmnrUnwItse09pOzpioA,0.95,0.8113,2,1.0986,0.175
ttxw2Sk6l0hDvyO_izGz2Q,0.95,2.2731,1,0.6931,0.2375
9jHgloOaXt-clmnOmwZNZw,0.95,2.2731,1,0.6931,0.2375
RrqRin8BYGrTlJbCDwtLzA,0.95,0.0,2,1.0986,0.475
M_EpyAH1CZZVlhxfYBLOqg,0.9472,1.0396,1,0.6931,0.2368
PMa6lWoBCD-YvY2oMHXbBA,0.9472,0.8772,1,0.6931,0.2368
rMtVhAJN1GVoO23o686hcQ,0.9445,0.9977,2,1.0986,0.2361
aSbcErxyfZf2Dl0_2_WPng,0.9432,1.2856,1,0.6931,0.2358
a-nNhWFe68H6KJEqJ-r6Rg,0.9432,1.2856,1,0.6931,0.2358
BDRjqFfnYu-i9xvFPCxfdg,0.9428,3.7636,1,0.6931,0.2357
SRg4QRR7xQrZ6cp9u8VX9g,0.94,0.4178,1,0.6931,0.235
2UPOe4CTsy57JyBWCjNWbQ,0.94,0.4248,1,0.6931,0.235
1z1JQcue1bq5omFyAQX7EQ,0.94,0.4248,1,0.6931,0.235
1UVzWBLQu1sbisoWvLJ1JA,0.9364,2.5239,1,0.6931,0.3121
Nq1tZ49LWOoxaRmDoeZr_A,0.9364,2.4339,1,0.6931,0.3121
zwcWzqineLPY4qDhCJ2Jtw,0.9322,0.7148,2,1.0986,0.2331
rxuRBvc9vSkSEf35VsL4qQ,0.9314,0.6769,1,0.6931,0.2329
J_RXc0Rg6JawwhbqYg_Kdw,0.9314,0.6769,1,0.6931,0.2329
quBqNrR2Mp7UGf9L9oez6w,0.9314,0.6769,1,0.6931,0.2329
SohsEllaqQgHhnap60y9mA,0.9264,0.0,1,0.6931,0.2316
wMAPkk4mmZmTxwKoORd_Ag,0.9218,1.8805,1,0.6931,0.2305
4_VDvhKpKSsj7jZYdocZYA,0.9214,0.5655,2,1.0986,0.3071
nN4-5uvtqTsBBI4Gsf8jcQ,0.9214,0.072,2,1.0986,0.3071
QOyQSgog61fY8kI4IxIBuA,0.9175,0.1343,1,0.6931,0.3058
xg7WrHbcSfOX1oyY-SO9bQ,0.9142,5.8782,2,1.0986,0.2285
h_RQXD7IKwDkVU_n67UG4w,0.9134,1.4816,1,0.6931,0.2283
naFGcne3L3jawX6dojSE4w,0.9134,1.8832,1,0.6931,0.2283
fOuWUIupxZlE5TQp9T_84A,0.9128,5.7978,2,1.0986,0.1826
DelsAS1_7L2PUkXv4GoigA,0.9114,0.2897,1,0.6931,0.2278
8Y9JqxkDeGPdKelXWskUOg,0.9071,3.0277,1,0.6931,0.2268
Caf4NoongZNfp0qnIS_trg,0.9071,3.0277,1,0.6931,0.2268
bpFeFuMD46-GiIURjtuANw,0.9032,2.2201,2,1.0986,0.3011
dC9S-nqSiO2C9aB4ZLI98g,0.9028,1.42,1,0.6931,0.2257
csLslZTb0cSbvjhzH-BiPA,0.9028,1.42,1,0.6931,0.2257
n5-1AVcqXiThFojV-eQ_og,0.9028,1.42,1,0.6931,0.2257
OlVIzBhLhAoqlunxvJi77A,0.9,1.9735,1,0.6931,0.225
unkGQNCeDkAUOaZAg8HC5w,0.9,3.2609,2,1.0986,0.225
HE6XoEAwkabyaFRiYOlWxw,0.9,0.7138,1,0.6931,0.3
OurEo3zOuyCIyp9uUUQksg,0.9,2.2712,2,1.0986,0.45
RLlOK2fL6xU1sfIPiP2QBw,0.9,1.6433,3,1.3863,0.3
0dWrbjWlPDBq3WpDq_bCxQ,0.9,2.839,2,1.0986,0.375
neZ57MQjD-ai__HQh5ULaw,0.9,0.5914,1,0.6931,0.3
bV5raFcGwmElIbX9G_rWOQ,0.9,0.3779,1,0.6931,0.3
4dbq6fRpsbsA1F7iAeAF6w,0.9,0.3779,1,0.6931,0.3
t5q0TRMI88Kqt6TTk4xjBQ,0.9,0.0,1,0.6931,0.3
_RHKuqA3mCHBaNyoljJTrQ,0.9,0.7562,2,1.0986,0.225
zSMJRrEwWPq9y7QkaA7R5Q,0.9,0.0,1,0.6931,0.3
J5Ov2OoqugYvJaWKXh_ZIw,0.8904,1.6466,2,1.0986,0.2968
4wDo72kKuceoLw8Uu_Y_RQ,0.8901,3.2748,2,1.0986,0.2225
gk8l75GLFUsFr0kS5uLtkQ,0.8854,7.0811,2,1.0986,0.2213
XbWcdLmM6qwA3d2Y7qME-w,0.8847,1.3727,1,0.6931,0.2212
pvu1FS0_h5vrjfPV_vrBAQ,0.8846,2.5399,1,0.6931,0.2212
Tc8YAK_ryroPQdIXHdfevA,0.881,4.3886,2,1.0986,0.2203
oHysEBKUaE9T56XSDbt7Yw,0.88,2.1833,1,0.6931,0.22
8MyjJ5ocf9VFjdscKrQu4A,0.88,2.9934,1,0.6931,0.2933
kSQNBSWTLlo-SwR6IcpvHA,0.88,2.8134,1,0.6931,0.2933
KwJY9y6ss29PCkL52kRxzg,0.88,2.8134,1,0.6931,0.2933
j-sQ70FAmLACDBlgOMoQ8Q,0.88,2.1833,1,0.6931,0.22
GKi9B1w_3qazIURnJ6lW9w,0.88,2.1833,1,0.6931,0.22
F_24wAKBIVdXEZY5ilNH9w,0.88,0.5618,1,0.6931,0.22
7ZQYMFjKj7AK1vzCi0BNyg,0.8762,0.8672,2,1.0986,0.219
QO0ARm4gC4k5JQAWmtGMKw,0.8682,1.3008,1,0.6931,0.217
LIVL3r0LDrKl2RwbQ6TY8w,0.8682,1.3008,1,0.6931,0.217
36xbjP9-st5cMkzuGE4rhw,0.8682,1.3728,1,0.6931,0.217
pr1-qcxYNoU2iNcRPr3Bfg,0.8667,0.3334,2,1.0986,0.4334
iThoCdkT29g3ae92482Vjg,0.865,0.4432,1,0.6931,0.2163
ShWjmsLdeBotM4ZYIMq8lA,0.8642,0.2614,1,0.6931,0.2881
5rScKeYVjFk8VahsvJv9QA,0.8642,0.2614,1,0.6931,0.2881
xEQYCEOsGsDg1VcOGwGPgQ,0.8642,0.2614,1,0.6931,0.2881
I-nd4rixEsqUQssiszX67g,0.86,0.474,1,0.6931,0.215
hCDkDnqEFXAGZ5ldGeqr4A,0.86,0.474,1,0.6931,0.215
8gCH1S34SBfeo8H_xJvJ3w,0.8576,0.4298,2,1.0986,0.2144
6gDK0fJSrXYVUdH1YFJHhQ,0.8545,0.1028,2,1.0986,0.2848
9tlhW51e7wKtV3yuyviF8A,0.8514,1.9577,1,0.6931,0.2129
ymCAEkeLE7P7SDfICgDp-Q,0.8514,1.6912,1,0.6931,0.2129
QIffr_fNUkbISage89uPYA,0.8514,2.7919,2,1.0986,0.2838
jM-oH5U5zcnfpmcbsgMVHQ,0.85,4.9572,2,1.0986,0.2833
3Q_JznsmHbwJwij6Q9vKIQ,0.8433,2.8606,1,0.6931,0.2108
eIlQ3sogFgBsLObvrYbYLg,0.8433,2.8606,1,0.6931,0.2108
rEAuQkO9d5sYXToHRuHjkg,0.8433,2.8606,1,0.6931,0.2108
AJs7g1crWqTPvCObtdzKDg,0.8433,2.8606,1,0.6931,0.2108
qYTB5zSzKXGHOv-XYHKiHg,0.8414,2.5345,1,0.6931,0.2805
ysvzP0VvMTrGmUClKJ3img,0.8414,6.8637,1,0.6931,0.2805
J9syTzHWDgl_02riNCUMug,0.8406,0.9946,2,1.0986,0.3102
Ylc02u7HhDj0mnxeGt0y5Q,0.84,2.7413,1,0.6931,0.42
XO4izkFhhtX8OjIqu_dULg,0.84,2.5163,1,0.6931,0.42
rjSX675MADkTWTG0AZA_bQ,0.84,2.3411,1,0.6931,0.28
Gstw7erE6199OMgsbFAqWA,0.84,1.4716,1,0.6931,0.28
sxx4KozLiedkxZ79U9W5qQ,0.84,0.3758,3,1.3863,0.28
nTa3d0hycRG6sC5IRkpnww,0.84,0.408,2,1.0986,0.19
fy4AG0M9fIN2QqgRvihxNw,0.84,1.109,1,0.6931,0.42
g5FQBX5KZQ3yypFIqzrQdw,0.84,0.6876,2,1.0986,0.22
jtECV91z0BVPyeu90wnCjQ,0.84,0.1214,1,0.6931,0.42
Brq-BCgyGWnf26eLuYRMyg,0.84,0.9004,2,1.0986,0.42
vVvtWcFResspvcMMNRbYWA,0.84,0.06,1,0.6931,0.42
pq22o2uzT8Pf6ApfQLczww,0.84,0.1211,1,0.6931,0.42
Mbq9NAkkTxhLmvWXBAPFeg,0.84,0.1211,1,0.6931,0.42
yy3XR0wu1K4BTAdQjRoc0w,0.84,0.1211,1,0.6931,0.42
VImm_9zCKblqG4NwtnKj5g,0.8356,6.2097,2,1.0986,0.1607
-xgWMTF_F8E85I_XImNEgg,0.8333,2.1011,2,1.0986,0.2778
zEI3WbK3j5plQ93sJtVSlw,0.8316,2.2273,2,1.0986,0.4158
fdKqGhyMll3WpOqJOQaQPw,0.8316,2.2273,2,1.0986,0.4158
euLOqc_qzh-zsO1eNbyQvg,0.8304,1.5422,2,1.0986,0.2076
o1TR7rOmAcxiNBLEM3kEqw,0.8285,1.8139,1,0.6931,0.2071
u2qTulzqdwDWEEirLv-EfQ,0.8285,1.8139,1,0.6931,0.2071
x39G7-aTCVh-972fgogKtA,0.828,2.5329,2,1.0986,0.276
Z0mBsgDzDnFAEC5o4X6G9g,0.825,4.2267,2,1.0986,0.275
4TleqRlbwgXcIgz33HjLJQ,0.8248,0.069,2,1.0986,0.2749
zTYrymZ-wYqyEBDmFD7-Qg,0.8214,2.972,2,1.0986,0.2054
_ZMf5Am_e0AE7aveELJd9w,0.8207,4.3529,2,1.0986,0.1854
qb28j-FNX1_6xm7u372TZA,0.82,6.0185,2,1.0986,0.2733
DOVqAzKCnkEJi0k2kPKjJw,0.819,0.3914,3,1.3863,0.273
8QotqJ3sYRdZHulwVtyqwg,0.818,7.4595,1,0.6931,0.1636
XY6kNR6glBR2eX3m71wdNA,0.8142,1.7054,1,0.6931,0.2036
E1a4SPMSdUx27KidaAt65A,0.814,2.3272,1,0.6931,0.2035
ku8cAVBLaF_4rI-yK6gNnQ,0.8114,13.4714,3,1.3863,0.2705
0f93yTITlSOiC83jz2bYUQ,0.8106,0.4684,1,0.6931,0.2702
KRKyd8qCBqUQLgS5lxTgzA,0.809,0.8462,1,0.6931,0.2022
aFzz6Y6xJrVz5D5EDgpgvg,0.8067,5.0126,1,0.6931,0.2017
ECUelIhTviDQAx6haLHloA,0.8067,4.9498,1,0.6931,0.2017
3HgEBBG26Q3JO1PRMLY33g,0.8067,4.9498,1,0.6931,0.2017
omnCKxL0f_akh0eYeJxjDg,0.805,13.0294,3,1.3863,0.2683
Gs86IB67sCYAhsdkD5Am6g,0.8028,1.3145,1,0.6931,0.2007
_28YCfvdBbjUA61xNi4hdQ,0.8022,1.6665,2,1.0986,0.1837
_owOZDOPwZbBSCxcYOAJTw,0.8014,0.114,2,1.0986,0.2004
YQlQ9jJT4zOY-_lW61msLA,0.801,0.09,1,0.6931,0.2002
THhKYAh5Ahw30oTuXy01Sg,0.8,0.0,1,0.6931,0.2
aaMKTaw82KpapSS4P-PJpA,0.8,1.2655,2,1.0986,0.4
AYdS8RWl_6npvX71Of8vog,0.8,0.288,1,0.6931,0.4
3USrcUnm0xoFQuW7LPAIeg,0.8,0.12,3,1.3863,0.2
aNXw3PkXVt8ANwLyCfcmpg,0.8,0.1963,1,0.6931,0.2
WRh6AOkXFl1qtnlCYUUQ6Q,0.8,0.0,1,0.6931,0.2
XeCiSG9PwoRd87-MgwSWdQ,0.8,0.4543,2,1.0986,0.25
JOIrj7RDqiVPWxeoOYkZNg,0.8,0.36,1,0.6931,0.4
RDICWWnpw6PhoLi1D7oT6g,0.8,0.0,1,0.6931,0.4
lpHnM-LPShWWMylulsA-VQ,0.8,1.9863,1,0.6931,0.4
ft8R-SUePNtfrfWk_j3oKw,0.8,0.6099,1,0.6931,0.2667
FZm2oRJ_pka6u2KPcVEBkw,0.8,1.8259,1,0.6931,0.4
6RVwHKupjKs8lyu2qDQXtw,0.8,0.1114,1,0.6931,0.4
Yeef_hlUbSIRWog3dVortg,0.8,0.0,1,0.6931,0.2
hNH1ILskk1qu7TA0rBvvlw,0.8,4.9646,2,1.0986,0.2
ez1xAIwSguvgj3F8B7uJsA,0.8,4.0664,1,0.6931,0.2667
l4agn6RnrjLMcHVgIearlQ,0.8,4.019,1,0.6931,0.2667
HgdemRov0VTmXtwVg3Zn8w,0.8,0.0,1,0.6931,0.4
Icf4thBEs5t_aMkyIe0OTg,0.8,7.7019,1,0.6931,0.4
rrrOJ_vYXuQaouyLZROThQ,0.7983,0.287,2,1.0986,0.2661
WrgdQF8kzvONbZctSPlF4A,0.7962,0.6246,1,0.6931,0.1991
kPSbSxcnp3kqxGYhHfoDww,0.7925,1.875,1,0.6931,0.2642
O7adYE4pVfqY02Lh6ywEpA,0.7925,1.875,1,0.6931,0.2642
JQXKCQPIeoxzy6x119X6mQ,0.7917,0.9597,3,1.3863,0.2639
aK6R2akvIK9ijw3FvDy8vw,0.7917,3.0673,2,1.0986,0.2639
u7uFQCoHFtBKCtbWUm6yZw,0.7894,5.3793,2,1.0986,0.2631
gsG7nNnePxIed34lU7tgLw,0.7846,2.0332,2,1.0986,0.1673
QpK7QS5rluvEGeNB8LM_UA,0.7828,1.4806,2,1.0986,0.1957
Oda8-Z4hQ8QqaSBN3tqjPw,0.7817,0.3824,1,0.6931,0.1954
XgtksVMGKQRq_zUljsrTwA,0.7814,1.2657,2,1.0986,0.1953
3ZynJ94VpIdDlaArmEp2Rg,0.7801,1.1203,2,1.0986,0.26
lJj8PCFTYIsYwSoy3G57HA,0.78,0.692,1,0.6931,0.195
cHKPqkGrAB3l1KP9eIgcVg,0.78,0.228,1,0.6931,0.195
r74RFITH8ZbqY4wCg4dOhg,0.78,0.692,1,0.6931,0.195
wGxcInvCfQKVgaVRsK3L2A,0.7734,0.3818,2,1.0986,0.2533
acLymxN18Y83rxKbmaCm4Q,0.7714,0.0,1,0.6931,0.3857
yqE7ay5N7hf5qqcxV0COrA,0.7714,2.1964,2,1.0986,0.3857
lAV4xwSqt4hjhkqY3NZlOQ,0.7714,0.5113,2,1.0986,0.3857
iSyt-cIWCx5C-rSOY3ViHg,0.7713,0.27,1,0.6931,0.2571
UWOmb-ojD9xUaHI3odOCng,0.7667,0.3055,3,1.3863,0.2556
hHMSW3eOtPLwk7XhKurvuw,0.7636,1.768,2,1.0986,0.1568
mUSuT-LtuGUjqmijPIozGg,0.7614,1.2372,1,0.6931,0.1903
IG7PaeipjoBE_NSCIUJ4YQ,0.7614,2.8719,2,1.0986,0.1903
oOdSPQGdcpCQhuzBwLtrYA,0.7573,1.4886,2,1.0986,0.2524
